,id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
151,1210527,146,83,2306,242.53,336.62,1,0,561.5179463446688
152,1278927,146,83,1216,413.25,414.25,0,0,148.0326448001225
153,1232239,146,83,2126,437.53,509.31,0,0,109.19785476782965
154,1133067,146,83,2826,327.92,326.92,0,0,216.35521725495244
155,1382522,146,83,1754,328.83,330.83,0,0,209.43628729471072
156,1219136,146,83,1971,328.86,327.86,0,0,211.57250111757855
157,1498130,146,83,1902,446.23,445.23,0,0,128.96251325624974
158,1251629,146,83,1247,447.23,446.23,0,0,125.10236115475254
159,1032092,146,83,1770,426.83,486.03,0,0,119.63882532654725
160,1249865,146,83,1558,557.78,558.78,0,0,48.36560988352676
161,1207630,146,83,2581,559.69,559.69,0,0,52.33094942661023
162,1144733,146,83,1962,563.63,561.63,0,0,47.3238867916873
163,1436768,146,83,1445,726.53,728.53,0,0,-70.84454421590351
164,1148964,146,83,2867,728.53,727.53,0,0,-64.2774518478069
165,1237346,146,83,2760,184.36,261.93,0,1,552.0290943180364
166,1206015,146,83,1525,320.13,319.13,0,0,215.54117975204883
167,1105113,146,83,2704,319.13,319.13,0,0,221.55843909639577
168,1430481,146,83,2492,456.93,455.93,0,0,124.30738042632095
169,1001589,146,83,1543,473.39,483.09,0,1,368.6733727108097
170,1224132,146,83,2304,452.08,484.09,0,1,379.0228690317127
171,1074380,146,83,2664,322.07,321.07,0,0,219.67476243691084
172,1097109,146,83,2569,293.0,292.0,0,0,239.59483951670688
173,1211246,146,83,2490,290.03,290.03,0,0,240.92559483490476
174,1390579,146,32,1885,122.28,121.28,0,0,380.06483401998474
175,1473058,146,32,1993,119.31,119.31,0,0,382.29751320482586
176,1186964,146,32,2539,118.34,119.34,0,0,385.24070593476074
177,1222837,146,32,2139,275.54,274.54,0,0,273.8535731705897
178,1342393,146,32,2631,139.71,138.71,0,0,371.4443311081561
179,1170472,146,32,1778,159.14,157.14,0,0,354.07985048663943
180,1170791,146,32,1062,160.11,158.11,0,0,349.94651813618293
181,1046653,146,32,2707,202.76,201.76,0,0,327.61239660358615
182,1195179,146,32,1207,363.75,365.75,0,0,206.41196860950066
183,1332509,146,32,1230,363.75,364.75,0,0,206.89310925463963
184,1438300,146,32,2322,359.9,359.9,0,0,215.22904459607196
185,1435748,146,32,2290,259.96,260.96,0,0,284.76313614046495
186,1052668,146,32,1727,423.95,423.95,0,0,167.4597880335005
187,1227060,146,32,1109,309.43,309.43,0,0,244.75842091717954
188,1342252,146,32,1571,583.03,581.03,0,0,55.931603932661915
189,1143109,146,32,2956,583.03,582.03,0,0,62.241419459896065
190,1394807,146,32,2104,582.03,582.03,0,0,58.46291745048609
191,1448374,146,32,2577,320.13,319.13,0,0,244.70819828308493
192,1028680,146,32,2640,321.13,320.13,0,0,244.31104797971545
193,1079691,146,32,1878,319.13,320.13,0,0,241.29742515008274
194,1402079,146,32,1216,418.13,416.13,0,0,169.81545099432515
195,1424446,146,32,2126,435.53,508.31,0,1,398.765699016357
196,1133297,146,32,2826,327.92,325.92,0,0,240.8185199784989
197,1076214,146,32,1754,292.03,290.03,0,0,260.8072743777104
198,1173823,146,32,1971,290.06,291.06,0,0,262.1242492188036
199,1488584,146,32,1902,446.23,447.23,0,0,152.31518948180394
200,1072892,146,32,1247,445.23,447.23,0,0,149.48684256185254
201,1277491,146,32,1770,426.83,485.03,0,0,144.1021280500937
202,1290868,146,32,1558,512.19,513.19,0,0,104.41761322832235
203,1048888,146,32,2581,512.19,511.19,0,0,110.0920849876403
204,1138141,146,32,1962,513.19,513.19,0,0,106.03535645561351
205,1473125,146,32,1445,728.53,727.53,0,0,-47.04283784123879
206,1196726,146,32,2444,727.53,728.53,0,0,-42.26394934022858
207,1179278,146,32,2867,727.53,726.53,0,0,-39.48335094981951
208,1282305,146,32,2760,184.36,261.93,0,0,311.6792430328197
209,1359903,146,32,1525,319.13,320.13,0,0,239.594862984708
210,1355143,146,32,2704,319.13,321.13,0,0,244.91111532195
211,1095889,146,32,2492,447.23,447.23,0,0,154.8300334534569
212,1250665,146,32,1543,446.26,444.26,0,0,151.67328487051918
213,1426610,146,32,2304,435.56,436.56,0,0,161.73382940478245
214,1390104,146,32,2664,275.48,338.53,0,0,252.71589705667662
215,1051519,146,32,2569,283.3,340.53,0,0,248.93044105047724
216,1337584,146,32,2490,280.36,279.36,0,0,272.1676353171557
217,1332667,146,13,1885,156.17,151.38,0,1,631.129601709463
218,1075942,146,13,1993,157.14,148.41,0,1,632.4291449196714
219,1109804,146,13,2539,160.11,160.11,0,0,365.3057105890203
220,1316684,146,13,2139,292.03,290.03,0,0,271.6400349644616
221,1248315,146,13,2631,164.96,164.96,0,0,362.34955385446085
222,1113611,146,13,1248,161.99,161.99,0,0,357.76116655022724
223,1110867,146,13,1778,193.09,192.09,0,0,338.8863122711313
224,1247289,146,13,1062,191.09,193.09,0,0,335.7243442337842
225,1022953,146,13,2707,238.68,237.68,0,0,311.40808341674546
226,1160081,146,13,1207,383.18,382.18,0,0,202.8778874678123
227,1120430,146,13,1230,376.36,377.36,0,0,207.0292694034145
228,1487280,146,13,2322,376.39,377.39,0,0,212.27508872461567
229,1020081,146,13,2290,301.67,301.67,0,0,264.8702012151508
230,1329551,146,13,1727,464.63,465.63,0,0,147.5484726601763
231,1137610,146,13,1109,310.43,310.43,0,0,253.03327241844258
232,1072530,146,13,1571,640.23,641.23,0,0,23.699235136636275
233,1115708,146,13,2956,636.32,638.32,0,0,32.74998806165053
234,1203532,146,13,2104,641.23,641.23,0,0,25.939161138242866
235,1494216,146,13,2577,321.13,321.13,0,1,517.055786127783
236,1116374,146,13,2640,321.13,319.13,0,0,253.6571153207475
237,1032497,146,13,1878,320.13,319.13,0,0,250.31269431667397
238,1413930,146,13,2306,242.5,336.62,1,0,594.5968226891523
239,1136118,146,13,1216,417.13,417.13,0,0,178.7518988444699
240,1254872,146,13,2126,484.03,508.31,0,1,391.69784606434456
241,1398257,146,13,2826,377.36,378.36,0,0,214.02596555760744
242,1364001,146,13,1754,327.86,329.86,0,0,243.1852164908528
243,1369843,146,13,1971,344.35,346.35,0,0,232.67222847878142
244,1379360,146,13,1902,445.23,446.23,0,0,161.9920549972768
245,1442044,146,13,1247,445.23,446.23,0,0,158.83290990288452
246,1285290,146,13,1770,425.83,486.03,0,0,153.03857590023836
247,1129707,146,13,1198,158.17,174.6,0,0,354.1153260826214
248,1086750,146,13,1311,195.94,197.94,0,0,333.52541769742254
249,1147262,146,13,1803,164.9,191.09,0,0,348.7022996983203
250,1025605,146,13,1438,196.0,195.0,0,0,335.20652030474093
251,1414158,146,13,2494,194.0,196.0,0,0,340.5911249502383
252,1082079,146,13,1847,195.0,196.0,0,0,337.13976665965725
253,1467510,146,13,1558,563.6,563.6,0,0,77.72491033409051
254,1374892,146,13,2581,562.6,564.6,0,0,82.61955376985702
255,1171352,146,13,1962,564.6,564.6,0,0,78.97244472871762
256,1213246,146,13,1445,727.53,726.53,0,0,-37.365972325765824
257,1279131,146,13,2444,726.53,727.53,0,0,-32.58708382475572
258,1256386,146,13,2867,728.53,728.53,0,1,232.8642368948785
259,1234220,146,13,2760,162.96,242.53,0,1,599.3591790040039
260,1008206,146,13,1525,319.13,320.13,0,0,248.57072149307595
261,1267686,146,13,2704,319.13,321.13,0,0,253.88697383031794
262,1470186,146,13,2492,388.03,388.03,0,0,205.30550678243605
263,1233312,146,13,1543,485.03,485.03,0,0,132.7306840481013
264,1279379,146,13,2304,486.03,484.03,0,0,136.44049076255737
265,1431703,146,13,2664,345.38,335.62,0,1,504.08921605078206
266,1339938,146,13,2569,344.38,344.38,0,0,236.2758430582424
267,1010552,146,13,2490,290.03,290.03,0,0,273.99454723415505
268,1237947,146,109,1885,158.14,151.35,0,1,585.1373294232512
269,1175098,146,109,1993,157.14,157.14,0,1,583.8455156629707
270,1066074,146,109,2539,158.14,157.14,0,0,321.70519707813776
271,1045918,146,109,2631,158.17,158.17,0,0,321.75768528515994
272,1226081,146,109,1248,165.93,165.93,0,0,309.6474927946906
273,1148633,146,109,1778,190.15,191.15,0,0,294.8551490591483
274,1441429,146,109,1062,190.12,190.12,0,0,291.7930325484608
275,1291804,146,109,2707,238.68,238.68,0,0,265.6861684365381
276,1305194,146,109,1207,390.91,391.91,0,0,151.3669794900198
277,1327840,146,109,1230,380.27,380.27,0,0,159.30683469075507
278,1320801,146,109,2322,377.39,375.39,0,0,167.33300206795968
279,1467101,146,109,2290,303.67,301.67,0,0,218.8568987187258
280,1473989,146,109,1727,465.63,466.63,0,0,101.4957595055281
281,1466330,146,109,1109,311.43,310.43,0,0,207.35076809645847
282,1390856,146,109,2577,321.13,319.13,0,0,208.00155246946878
283,1120639,146,109,2640,321.13,319.13,0,0,208.30540917320417
284,1279275,146,109,1878,319.13,321.13,0,0,204.5513686782433
285,1166120,146,109,2306,244.5,337.62,1,0,548.2133113600632
286,1128404,146,109,1216,417.13,418.13,0,0,133.02998386426248
287,1252491,146,109,2126,485.03,486.03,0,0,89.82064935801714
288,1328056,146,109,2826,379.33,379.33,0,0,167.66348443873153
289,1452353,146,109,1754,329.86,328.86,0,0,197.54212282709193
290,1353276,146,109,1971,344.35,345.35,0,0,187.69073116390223
291,1297182,146,109,1902,446.23,446.23,0,0,116.30955067529271
292,1469299,146,109,1770,426.83,484.03,0,0,108.09648924358237
293,1129687,146,109,1198,193.03,227.01,0,0,277.8293506541459
294,1362599,146,109,1311,196.97,194.97,0,0,288.9325096632175
295,1245170,146,109,1803,181.39,208.61,0,1,555.852618082072
296,1098570,146,109,1438,195.0,194.0,0,0,290.55582116430253
297,1452600,146,109,2494,195.0,195.0,0,0,295.27882946091825
298,1194207,146,109,1847,195.0,194.0,0,0,292.52847817744214
299,1023619,146,109,1558,564.6,564.6,0,0,31.67219717944232
300,1254600,146,109,2581,564.6,562.6,0,0,37.346668938760274
301,1157094,146,109,1962,563.6,564.6,0,0,33.951536755615166
302,1165391,146,109,1445,726.53,726.53,0,0,-82.38688029886828
303,1131248,146,109,2867,653.78,727.53,0,0,-51.83304205664763
304,1383646,146,109,2760,163.99,242.53,0,0,289.22380556068737
305,1288250,146,109,1525,319.13,319.13,0,0,203.58922417819673
306,1476141,146,109,2704,321.13,319.13,0,0,208.61408899922117
307,1401237,146,109,2492,388.03,388.03,0,0,159.9538006348928
308,1383510,146,109,1543,484.03,485.03,0,0,87.70977607499879
309,1433607,146,109,2304,486.03,486.03,0,0,90.34836694968595
310,1098207,146,109,2664,344.38,339.56,0,1,457.60968527698304
311,1453624,146,109,2569,343.38,338.56,0,1,457.85249566734404
312,1089046,146,109,2490,290.03,292.03,0,0,227.9024234212836
313,1306954,146,52,1885,157.17,156.17,0,0,346.1584274280226
314,1413179,146,52,1993,157.14,159.14,0,0,345.5897283466471
315,1379869,146,52,2539,157.14,158.14,0,0,348.5933619450184
316,1037218,146,52,2139,290.03,292.03,0,0,253.1370830255757
317,1247919,146,52,2631,165.93,165.93,0,0,343.24544643512957
318,1097438,146,52,1248,162.99,162.99,0,0,338.63602892068286
319,1441938,146,52,1778,191.12,190.12,0,0,321.84316545268854
320,1060769,146,52,1062,191.15,190.15,0,0,318.3687796889107
321,1409283,146,52,2707,235.74,235.74,0,0,294.67470456253034
322,1397517,146,52,1207,374.48,372.48,0,0,190.9227266398497
323,1220386,146,52,1230,399.7,398.7,0,0,172.9840529004744
324,1297481,146,52,2322,380.27,381.27,0,0,191.13105091460915
325,1309280,146,52,2290,300.73,299.73,0,0,247.47522601205404
326,1013813,146,52,1727,466.63,466.63,0,0,128.09253685619103
327,1087803,146,52,1109,310.43,310.43,0,0,234.60914179600312
328,1256077,146,52,1571,641.23,640.23,0,0,5.314515172419988
329,1328392,146,52,2104,641.23,641.23,0,0,7.515030515803403
330,1197947,146,52,2577,320.13,321.13,0,0,234.51950850368524
331,1134877,146,52,2640,320.13,320.13,0,0,235.1935740400848
332,1149222,146,52,1878,320.13,319.13,0,0,231.8885636942345
333,1321757,146,52,2306,244.5,337.62,1,0,575.1408868851671
334,1364052,146,52,1216,434.56,436.56,0,0,147.3687984228635
335,1346914,146,52,2126,485.03,507.31,0,1,373.3131261001284
336,1343936,146,52,2826,377.33,377.33,0,0,195.99307397804523
337,1284997,146,52,1754,327.86,329.86,0,0,224.76108586841332
338,1443980,146,52,1971,346.35,346.35,0,0,213.5865015074603
339,1272226,146,52,1902,445.23,447.23,0,0,143.19771554217323
340,1267791,146,52,1247,447.23,446.23,0,0,139.74718293156337
341,1049345,146,52,1770,425.83,486.03,0,0,134.6144452777989
342,1300007,146,52,1198,147.5,194.06,0,0,332.01654809782247
343,1220471,146,52,1311,197.94,196.94,0,0,314.80989955876555
344,1486124,146,52,1803,161.99,182.42,0,0,334.4505023427013
345,1183373,146,52,1438,194.0,194.0,0,0,317.8141948638472
346,1076787,146,52,2494,194.0,194.0,0,0,322.90741199312697
347,1218918,146,52,1847,195.0,195.0,0,0,319.0858448698819
348,1351627,146,52,1558,564.6,564.6,0,0,58.599772704546126
349,1333350,146,52,2581,563.6,562.6,0,0,64.6050426383049
350,1312936,146,52,1962,564.6,562.6,0,0,61.288731771606365
351,1477543,146,52,1445,727.53,728.53,0,0,-56.53052061353344
352,1408514,146,52,2444,727.53,727.53,0,0,-51.342012621635945
353,1256773,146,52,2867,726.53,727.53,0,0,-48.971033722114385
354,1174904,146,52,2760,164.9,241.53,0,0,316.22056357971417
355,1392815,146,52,1525,320.13,321.13,0,0,229.44558386353154
356,1389126,146,52,2704,321.13,319.13,0,0,235.54166452432497
357,1074816,146,52,2492,389.03,388.03,0,0,186.55057798555572
358,1124612,146,52,1543,484.03,484.03,0,0,115.0075604327667
359,1318251,146,52,2304,486.03,485.03,0,0,117.64615130745386
360,1089252,146,52,2664,345.38,344.38,0,0,217.97911087810604
361,1396463,146,52,2569,344.38,344.38,0,0,217.85171243580294
362,1289632,146,52,2490,292.03,292.03,0,0,254.16840259750575
363,1083889,146,93,1885,121.31,119.31,0,0,352.2977897016225
364,1121896,146,93,1993,120.28,121.28,0,0,352.43009762735187
365,1004866,146,93,2539,122.28,121.28,0,0,354.40192604417734
366,1234436,146,93,2139,290.03,291.03,0,0,234.13833402439315
367,1311318,146,93,2631,131.95,150.41,0,0,340.86265165172904
368,1476647,146,93,1248,154.26,153.26,0,0,325.7570710915263
369,1419834,146,93,1778,154.26,177.51,0,1,583.7787068847242
370,1188670,146,93,1062,159.11,158.11,0,0,321.4600863627056
371,1260238,146,93,2707,203.73,202.73,0,0,298.11518985877626
372,1263791,146,93,1207,362.78,363.78,0,0,178.6449242911384
373,1070835,146,93,1230,359.9,359.9,0,0,181.1449651167395
374,1433069,146,93,2322,338.59,337.59,0,0,201.72048280222373
375,1349084,146,93,2290,261.96,259.96,0,0,255.65451867632925
376,1360259,146,93,1727,423.95,422.95,0,0,139.01276691824648
377,1022475,146,93,1109,308.49,307.49,0,0,216.97034638860413
378,1037167,146,93,1571,581.03,581.03,0,0,27.775970333625423
379,1492031,146,93,2956,581.03,581.03,0,0,34.45599469352362
380,1057541,146,93,2104,582.03,581.03,0,0,30.01589633523207
381,1483675,146,93,2640,321.13,320.13,0,0,215.49381803179733
382,1463966,146,93,1878,321.13,319.13,0,0,212.18880768594704
383,1474096,146,93,2306,241.53,307.55,1,0,567.8865792276188
384,1440771,146,93,1216,418.13,418.13,0,0,140.25780338107887
385,1452763,146,93,2126,437.53,460.78,0,1,386.8828985360812
386,1382621,146,93,2826,326.92,325.92,0,0,212.3320882050216
387,1035365,146,93,1754,291.03,291.03,0,0,231.95063377156907
388,1355984,146,93,1971,290.06,289.06,0,0,234.04743693621364
389,1140520,146,93,1902,446.23,445.23,0,0,124.23837719921397
390,1168148,146,93,1558,513.19,512.19,0,0,75.63979393862746
391,1052343,146,93,2581,513.19,512.19,0,0,80.5738480326172
392,1370827,146,93,1962,511.19,512.19,0,0,78.24993168924118
393,1055728,146,93,1445,727.53,866.27,0,0,-126.89204305853139
394,1053449,146,93,2444,728.53,727.53,0,0,-71.04176862992347
395,1368579,146,93,2867,728.53,727.53,0,0,-69.00158790484261
396,1208370,146,93,2760,223.13,260.93,0,0,270.4071766944946
397,1027455,146,93,1525,321.13,319.13,0,0,210.48624552057225
398,1147326,146,93,2704,320.13,321.13,0,0,215.76308719959104
399,1203029,146,93,2492,446.23,446.23,0,0,126.7138105126437
400,1389643,146,93,1543,435.56,435.56,0,0,129.61641223329548
401,1482071,146,93,2304,482.09,483.09,0,0,100.29874341627243
402,1411487,146,93,2664,285.24,338.53,0,0,220.67007692621598
403,1043533,146,93,2569,283.3,338.53,0,0,220.85362876788724
404,1294351,146,93,2490,279.36,279.36,0,0,243.68120354367846
405,1409427,146,186,1885,120.34,119.34,0,0,308.67309233541755
406,1000264,146,186,1993,119.37,119.37,0,0,309.5037575060489
407,1016463,146,186,2539,118.4,116.4,0,0,313.55757673397596
408,1224218,146,186,2139,267.75,268.75,0,0,205.82230481225815
409,1485114,146,186,2631,126.13,152.35,0,0,298.1352265611738
410,1006410,146,186,1248,94.15,137.74,0,0,307.4525251096788
411,1221242,146,186,1778,153.26,173.63,0,0,277.16850482337003
412,1031339,146,186,1062,150.41,151.35,0,1,547.3491220348167
413,1153545,146,186,2707,203.7,204.7,0,0,253.46133707322866
414,1182144,146,186,1207,362.78,364.78,0,0,134.3402501280417
415,1194788,146,186,1230,346.29,347.29,0,0,146.38099632034073
416,1082828,146,186,2322,368.63,367.63,0,0,136.72776697835934
417,1265773,146,186,2290,259.96,261.96,0,0,211.64123202945018
418,1154515,146,186,1727,422.95,422.95,0,0,95.40909976225475
419,1105986,146,186,1109,309.43,310.43,0,0,171.63651680616476
420,1293017,146,186,1571,583.03,583.03,0,0,-17.56050901101696
